,patent_no,url,title,issue_date,date,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
391,4565820,https://www.google.com/patents/US4565820,"Hypoglycemic 5-pyrrolyl, indolyl and quinolyl substituted oxazolidine-2,4-diones and their use",1/21/86,21-Jan-86,1,6,12,3,19,4
392,4566978,https://www.google.com/patents/US4566978,High temperature drilling fluids,1/28/86,28-Jan-86,2,8,0,5,14,4
393,4567048,https://www.google.com/patents/US4567048,Indigoid dyes,1/28/86,28-Jan-86,1,2,0,3,14,4
394,4567179,https://www.google.com/patents/US4567179,Antiinflammatory salts of piroxicam,1/28/86,28-Jan-86,1,3,36,48,24,6
395,4568677,https://www.google.com/patents/US4568677,2-(4-Pyrimidone alkoxyalkyl) dihydropyridine anti-ischaemic and antihypertensive agents,2/4/86,4-Feb-86,3,2,5,10,30,4
396,4568748,https://www.google.com/patents/US4568748,"2-Carbobenzoxy-8-fluoro-5-(p-fluorophenyl-2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indole",2/4/86,4-Feb-86,1,4,6,1,27,6
397,4568749,https://www.google.com/patents/US4568749,"Certain 5-aryl-2-[(4-aryl)-4-hydroxybutyn-2-yl]-1,2,3,4-כ_-carbolines",2/4/86,4-Feb-86,2,1,8,0,25,5
398,4569942,https://www.google.com/patents/US4569942,"N,3-Disubstituted 2-oxindole-1-carboxamides as analgesic and antiinflammatory agents",2/11/86,11-Feb-86,1,12,10,30,72,4
399,4570623,https://www.google.com/patents/US4570623,Arched bridge staple,2/18/86,18-Feb-86,2,3,5,479,9,9
400,4572908,https://www.google.com/patents/US4572908,Dihydropyridines,2/25/86,25-Feb-86,4,12,8,12,67,4
401,4572909,https://www.google.com/patents/US4572909,2-(Secondary aminoalkoxymethyl) dihydropyridine derivatives as anti-ischaemic and antihypertensive agents,2/25/86,25-Feb-86,3,2,4,204,27,8
402,4575507,https://www.google.com/patents/US4575507,Spiro-imidazolidines as aldose reductase inhibitors and their pharmaceutical use,3/11/86,11-Mar-86,1,2,0,13,24,4
403,4576964,https://www.google.com/patents/US4576964,Substituted hexahydrobenzo[e]indene and octahydrophenanthrene CNS agents and pharmaceutical compositions thereof,3/18/86,18-Mar-86,4,2,0,9,44,5
404,4578354,https://www.google.com/patents/US4578354,Immobilization of catalytically active microorganisms in agar gel fibers,3/25/86,25-Mar-86,1,4,0,7,13,5
405,4579846,https://www.google.com/patents/US4579846,Antiinflammatory compositions and methods,4/1/86,1-Apr-86,5,10,16,6,19,5
406,4581459,https://www.google.com/patents/US4581459,Process for the preparation of biotin,4/8/86,8-Apr-86,1,1,0,0,16,4
407,4582796,https://www.google.com/patents/US4582796,Erythromycin D and esters thereof by fermentation with Nocardia sp. ATCC 39043,4/15/86,15-Apr-86,5,3,8,0,16,3
408,4582829,https://www.google.com/patents/US4582829,"Antibacterial 6'-(2-amino-2-[4-acyloxyphenyl]acetamido)penicillanoyloxymethyl penicillanate 1,1-dioxide compounds",4/15/86,15-Apr-86,1,9,0,0,8,3
409,4582831,https://www.google.com/patents/US4582831,"Anti-inflammatory polymorphic monoethanolamine salt of N-(2-pyridyl)-2-methyl-4-hydroxy-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide compound, composition, and method of use therefor",4/15/86,15-Apr-86,1,2,2,22,13,4
410,4582832,https://www.google.com/patents/US4582832,Trimazosin as an anti-atherosclerosis agent,4/15/86,15-Apr-86,1,4,0,3,4,4
411,4582907,https://www.google.com/patents/US4582907,2-(2-amino-2-thiazolin-4-yl)acetic acid,4/15/86,15-Apr-86,1,1,2,5,4,4
412,4583270,https://www.google.com/patents/US4583270,Rasp handle,4/22/86,22-Apr-86,1,9,0,39,18,7
413,4584009,https://www.google.com/patents/US4584009,Herbicidal compositions containing salinomycin,4/22/86,22-Apr-86,2,3,1,3,9,4
414,4584307,https://www.google.com/patents/US4584307,"Antifungal 2-aryl-2-hydroxy perfluoro-1-(1H-1,2,4-triazol-1-yl) alkanones and alkanols",4/22/86,22-Apr-86,2,8,0,2,17,4
415,4584385,https://www.google.com/patents/US4584385,Antibacterial 2-amino-oxazolinones and process therefor,4/22/86,22-Apr-86,1,3,4,18,11,4
416,4585759,https://www.google.com/patents/US4585759,Antibacterial derivatives of a neutral macrolide,4/29/86,29-Apr-86,1,2,1,6,9,4
417,4585778,https://www.google.com/patents/US4585778,Triazole antifungal agents,4/29/86,29-Apr-86,2,1,0,0,15,3
418,4585888,https://www.google.com/patents/US4585888,Synthetic method for a chiral 3-(substituted-phenyl)-4-(3-hydroxypropyl)cyclohexanol,4/29/86,29-Apr-86,1,2,6,3,21,5
419,4588527,https://www.google.com/patents/US4588527,"Process for preparing penicillanic acid 1,1-dioxide derivatives",5/13/86,13-May-86,3,4,0,4,7,3
420,4589883,https://www.google.com/patents/US4589883,Femoral hip prosthesis,5/20/86,20-May-86,1,10,0,80,18,9
421,4590073,https://www.google.com/patents/US4590073,"6-substituted penicillanic acid 1,1-dioxide compounds",5/20/86,20-May-86,1,5,0,6,8,4
422,4590195,https://www.google.com/patents/US4590195,"4-aryl-3,5-bis(alkoxycarbonyl)-6-methyl-2-aminoalkyloxymethyl-1,4-dihydropyridine antihypertensive agents",5/20/86,20-May-86,3,8,0,8,54,4
423,4590200,https://www.google.com/patents/US4590200,Naphthalene thromboxane synthetase inhibitors,5/20/86,20-May-86,2,7,2,24,95,3
424,4590299,https://www.google.com/patents/US4590299,2-guanidino-4-heteroarylthiazoles,5/20/86,20-May-86,2,11,8,2,26,5
425,4591459,https://www.google.com/patents/US4591459,"Intermediates for 6-(aminoacyloxymethyl) penicillanic acid 1,1-dioxides",5/27/86,27-May-86,1,4,1,3,8,4
426,4591595,https://www.google.com/patents/US4591595,2-guanidino-4-(2-methyl-4-imidazolyl)thiazoles in the treatment of rheumatoid arthritis,5/27/86,27-May-86,1,1,0,0,4,6
427,4593037,https://www.google.com/patents/US4593037,"1,3-disubstituted piperidine compounds as neuroleptic agents",6/3/86,3-Jun-86,1,5,4,6,9,6
428,4593131,https://www.google.com/patents/US4593131,"Pharmacologically active 4-[2-hydroxy-4-(substituted)phenyl]naphthalen-2(1H)-ones and 2-ols, derivatives thereof and intermediates therefor",6/3/86,3-Jun-86,3,13,1,0,39,6
429,D284100,https://www.google.com/patents/USD284100,Femoral rasp,6/3/86,3-Jun-86,1,0,1,4,2,0
430,4593685,https://www.google.com/patents/US4593685,Bone cement applicator,6/10/86,10-Jun-86,2,17,2,47,12,9
431,4594810,https://www.google.com/patents/US4594810,Inbred corn line,6/17/86,17-Jun-86,1,4,0,146,6,5
432,4595539,https://www.google.com/patents/US4595539,Preparation of penem derivatives and azetidinone intermediates,6/17/86,17-Jun-86,1,25,23,3,50,4
433,4598859,https://www.google.com/patents/US4598859,Exhausting gas from a metal assembly,7/8/86,8-Jul-86,3,3,0,6,13,9
434,4599198,https://www.google.com/patents/US4599198,Intermediates in polypeptide synthesis,7/8/86,8-Jul-86,1,1,1,212,18,6
435,4601893,https://www.google.com/patents/US4601893,Laminate device for controlled and prolonged release of substances to an ambient environment and method of use,7/22/86,22-Jul-86,1,12,4,221,12,4
436,4601897,https://www.google.com/patents/US4601897,Prazosin-pirbuterol combination for bronchodilation,7/22/86,22-Jul-86,1,7,3,17,6,6
437,4602016,https://www.google.com/patents/US4602016,N-(phenoxyalkyl)imidazoles as selective inhibitors of the thromboxane synthetase enzyme and pharmaceutical compositions thereof,7/22/86,22-Jul-86,2,2,8,12,26,0
438,4602067,https://www.google.com/patents/US4602067,High temperature drilling fluids,7/22/86,22-Jul-86,2,8,0,5,10,5
439,4603538,https://www.google.com/patents/US4603538,Method of preparing a double sterile package,8/5/86,5-Aug-86,1,4,0,68,15,12
440,4605624,https://www.google.com/patents/US4605624,Nocardia species capable of producing nargenicin C1,8/12/86,12-Aug-86,4,5,5,2,10,4
441,4607453,https://www.google.com/patents/US4607453,Hybrid corn plants with improved standability,8/26/86,26-Aug-86,1,1,0,145,6,4
442,4610688,https://www.google.com/patents/US4610688,Triaxially-braided fabric prosthesis,9/9/86,9-Sep-86,3,24,7,315,16,9
443,4610982,https://www.google.com/patents/US4610982,"Anti-inflammatory benzo- and thieno-1,2-thiazine-3-carboxamide 1,1-dioxide derivatives, compositions, and method of use therefor",9/9/86,9-Sep-86,1,11,2,0,13,5
444,4611588,https://www.google.com/patents/US4611588,Laser beam resistant material,9/16/86,16-Sep-86,3,7,0,18,22,8
445,4613462,https://www.google.com/patents/US4613462,"6-substituted penicillanic acid 1,1-dioxide compounds",9/23/86,23-Sep-86,1,5,0,2,7,3
446,4613516,https://www.google.com/patents/US4613516,Bonding of bioactive glass coatings,9/23/86,23-Sep-86,2,7,0,19,25,9
447,4614737,https://www.google.com/patents/US4614737,2-dioxacycloalkylthiopenem derivatives,9/30/86,30-Sep-86,1,1,0,6,17,4
448,4616024,https://www.google.com/patents/US4616024,Dihydropyridine anti-ischaemic and antihypertensive agents,10/7/86,7-Oct-86,3,16,2,1,53,3
449,4616026,https://www.google.com/patents/US4616026,"Antifungal 2-aryl-1,1-difluoro-3-(1H-1,2,4-triazol-1-yl)2-propanols",10/7/86,7-Oct-86,2,8,1,24,37,4
450,4616027,https://www.google.com/patents/US4616027,"Antifungal 1-aryl-1-fluoroalkyl-2-(1H-1,2,4-triazol-1-yl)ethanols",10/7/86,7-Oct-86,2,6,1,10,29,4
451,4617312,https://www.google.com/patents/US4617312,Aldose reductase inhibiting 5-(2-alkoxyphenyl) thiazolidinediones,10/14/86,14-Oct-86,1,3,2,27,16,3
452,D286137,https://www.google.com/patents/USD286137,Combined pill dispenser and cover,10/14/86,14-Oct-86,3,0,0,2,2,0
453,D286181,https://www.google.com/patents/USD286181,Acetabular cup assembly prosthesis,10/14/86,14-Oct-86,1,0,0,0,1,0
454,4618609,https://www.google.com/patents/US4618609,"Anti-ischaemic and antihypertensive 2-[pyrimidyloxy alhoxymethyl]-1,4-dihydropyridines",10/21/86,21-Oct-86,3,2,0,8,34,4
455,4618616,https://www.google.com/patents/US4618616,Cyclopropylidene antifungal agents,10/21/86,21-Oct-86,3,4,0,6,20,7
456,4619783,https://www.google.com/patents/US4619783,Process and intermediates for the preparation of penem derivatives,10/28/86,28-Oct-86,1,12,21,1,39,4
457,4619915,https://www.google.com/patents/US4619915,Peptide-substituted heterocyclic immunostimulants,10/28/86,28-Oct-86,1,2,2,10,53,6
458,4619924,https://www.google.com/patents/US4619924,2-alkylthiopenem derivatives,10/28/86,28-Oct-86,1,3,0,44,24,4
459,4620019,https://www.google.com/patents/US4620019,S-6-fluoro-4-aminochroman-4-carboxylic acid derivatives useful as intermediates for sorbinil,10/28/86,28-Oct-86,3,6,1,2,8,4
460,4620533,https://www.google.com/patents/US4620533,External bone fixation apparatus,11/4/86,4-Nov-86,1,8,0,200,13,9
461,4621630,https://www.google.com/patents/US4621630,Guide for femoral neck osteotomy,11/11/86,11-Nov-86,1,4,0,118,6,11
462,4621638,https://www.google.com/patents/US4621638,Hard elastic sutures,11/11/86,11-Nov-86,1,4,0,67,7,12
463,4622233,https://www.google.com/patents/US4622233,Preparation and use of a highly purified polydextrose,11/11/86,11-Nov-86,1,9,1,82,33,6
464,4622406,https://www.google.com/patents/US4622406,"Hypoglycemic 5-substituted oxazolidine-2,4-diones",11/11/86,11-Nov-86,1,5,7,0,8,4
465,4623486,https://www.google.com/patents/US4623486,"[4-substituted benzoyloxy]-N-substituted-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxides having anti-arthritic activity",11/18/86,18-Nov-86,1,16,2,20,34,3
466,4623650,https://www.google.com/patents/US4623650,"Antibiotic derivatives of 7-phenyl-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids",11/18/86,18-Nov-86,3,0,1,37,15,6
467,4623725,https://www.google.com/patents/US4623725,"[1,2,4]Triazolo[4,3-a]quinoxaline-4-amine derivatives",11/18/86,18-Nov-86,2,0,0,8,9,4
468,4623728,https://www.google.com/patents/US4623728,"Intermediates for 1,3-disubstituted piperidine compounds as neuroleptic agents",11/18/86,18-Nov-86,1,0,2,12,4,3
469,4624256,https://www.google.com/patents/US4624256,Caprolactone polymers for suture coating,11/25/86,25-Nov-86,2,6,2,142,6,10
470,4624958,https://www.google.com/patents/US4624958,"Antiprotozoal 1,4-di(p-amidinophenyl)imidazoles",11/25/86,25-Nov-86,1,10,27,0,30,5
471,4625041,https://www.google.com/patents/US4625041,Acidic polycyclic ether antibiotic,11/25/86,25-Nov-86,4,18,5,3,15,3
472,4626610,https://www.google.com/patents/US4626610,Iron deficiency chlorosis resistant soybean variety,12/2/86,2-Dec-86,1,1,0,152,8,6
473,4627961,https://www.google.com/patents/US4627961,Calcium-aluminum briquettes,12/9/86,9-Dec-86,1,3,0,2,4,5
474,4628033,https://www.google.com/patents/US4628033,Novel host strain for transformation of Yarrowia lipolytica,12/9/86,9-Dec-86,1,2,2,12,10,4
475,4629794,https://www.google.com/patents/US4629794,Antibacterial 2-amino-oxazolinones and process therefor,12/16/86,16-Dec-86,1,4,4,5,11,3
476,4629819,https://www.google.com/patents/US4629819,Novel hybrid corn plant,12/16/86,16-Dec-86,1,0,0,145,5,6
477,4631082,https://www.google.com/patents/US4631082,Cobalt-chromium superalloy,12/23/86,23-Dec-86,2,5,2,12,20,9
478,4631345,https://www.google.com/patents/US4631345,Thiazole precursors for the preparation of biotin,12/23/86,23-Dec-86,1,1,0,0,19,4
479,4632992,https://www.google.com/patents/US4632992,Intermediates for preparing pirbuterol and analogs,12/30/86,30-Dec-86,2,7,2,4,13,4
480,4632993,https://www.google.com/patents/US4632993,Process for making 2-guanidino-4-(2-methyl-4-imidazolyl) thiazole dihydrobromide,12/30/86,30-Dec-86,2,2,0,0,6,4
481,4636498,https://www.google.com/patents/US4636498,Formulation of antiinflammatory drugs,1/13/87,13-Jan-87,1,4,12,5,9,5
482,4636500,https://www.google.com/patents/US4636500,N-(phenoxyalkyl)imidazoles as selective inhibitors of the thromboxane synthetase enzyme and pharmaceutical compositions thereof,1/13/87,13-Jan-87,2,2,8,9,28,3
483,4636506,https://www.google.com/patents/US4636506,"7-heterocyclic-1,4-dihydroquinolones",1/13/87,13-Jan-87,3,5,0,21,20,5
484,4638007,https://www.google.com/patents/US4638007,Triazole antifungal agents,1/20/87,20-Jan-87,2,19,1,0,23,4
485,4639322,https://www.google.com/patents/US4639322,Biopolymer compositions having enhanced filterability,1/27/87,27-Jan-87,5,10,6,5,13,11
486,4642373,https://www.google.com/patents/US4642373,"Substituted dodecahydrotripheylenes, and decahydropyrrolo[1,2-f]phenanthridines as CNS agents",2/10/87,10-Feb-87,4,4,0,0,73,3
487,4644005,https://www.google.com/patents/US4644005,Oxindole antiinflammatory agents,2/17/87,17-Feb-87,2,3,0,9,56,4
488,4647565,https://www.google.com/patents/US4647565,"2-(2-quinazolinylaminoalkoxymethyl)-1,4-dihydropyridine derivatives as cardiovascular agents",3/3/87,3-Mar-87,4,1,0,7,33,4
489,4649920,https://www.google.com/patents/US4649920,Coated suture,3/17/87,17-Mar-87,1,2,0,59,6,9
490,4650491,https://www.google.com/patents/US4650491,Locking mechanism for prosthesis components,3/17/87,17-Mar-87,1,11,0,59,19,11
491,4650851,https://www.google.com/patents/US4650851,Purification of glycolide,3/17/87,17-Mar-87,2,7,0,21,11,8
492,4652523,https://www.google.com/patents/US4652523,Method of preparing a new polyether antibiotic from streptomyces,3/24/87,24-Mar-87,4,2,0,1,10,4
493,4652658,https://www.google.com/patents/US4652658,Process for making 2-oxindole-1-carboxamides and intermediates therefor,3/24/87,24-Mar-87,1,2,6,3,15,3
494,4653507,https://www.google.com/patents/US4653507,Differential thermal testing apparatus and method,3/31/87,31-Mar-87,1,12,5,20,16,5
495,4654352,https://www.google.com/patents/US4654352,Method for treating diarrhea with benzothiophene derivatives,3/31/87,31-Mar-87,1,4,0,11,26,4
496,4654353,https://www.google.com/patents/US4654353,Antihypertensive 2-hydroxyalkoxyalkyl dihydropyridines,3/31/87,31-Mar-87,3,4,0,6,33,4
497,4654466,https://www.google.com/patents/US4654466,Inbred corn line,3/31/87,31-Mar-87,1,1,0,69,10,4
498,4656169,https://www.google.com/patents/US4656169,Tetracyclic spiro-hydantoin aldose reductase inhibitors and compositions,4/7/87,7-Apr-87,1,4,0,4,30,5
499,4656174,https://www.google.com/patents/US4656174,Quinoline therapeutic agents,4/7/87,7-Apr-87,2,7,2,7,44,4
500,4656263,https://www.google.com/patents/US4656263,6-כ_-substituted penicillanic acid compound free of the 6-כ±-epimer,4/7/87,7-Apr-87,1,7,6,5,11,4
501,4656265,https://www.google.com/patents/US4656265,Cyclic prodrugs of antiinflammatory oxicams,4/7/87,7-Apr-87,2,11,4,3,10,5
502,4658037,https://www.google.com/patents/US4658037,"Intermediates for 1,3-disubstituted 2-oxindoles as analgesic and antiinflammatory agents",4/14/87,14-Apr-87,1,12,10,15,58,3
503,4661485,https://www.google.com/patents/US4661485,"2-pyrimidylaminoalkoxymethyl-6-methyl-3,5-bis (alkoxycarbony-1)-1,4-dihydropyridine antihypertensive agents",4/28/87,28-Apr-87,4,6,0,2,49,3
504,4661493,https://www.google.com/patents/US4661493,Tioconazole and related compounds for control of Herpes simplex virus,4/28/87,28-Apr-87,1,3,0,12,10,3
505,4661507,https://www.google.com/patents/US4661507,"Antifungal S-ethers of 2-aryl-3-mercapto-1-(1H-1,2,4-triazol-1-yl) propan-2-ols and corresponding sulfoxides and sulfones",4/28/87,28-Apr-87,2,5,0,9,14,5
506,4662939,https://www.google.com/patents/US4662939,Process and composition for improved corrosion resistance,5/5/87,5-May-87,1,5,0,9,11,8
507,4663474,https://www.google.com/patents/US4663474,Synthetic intermediates for a chiral 3-(substituted-phenyl)-4-(3-hydroxypropyl) cyclohexanol,5/5/87,5-May-87,1,13,6,5,14,3
508,4665194,https://www.google.com/patents/US4665194,Process for making 2-oxindole-1-carboxamides and intermediates therefor,5/12/87,12-May-87,1,0,6,5,18,3
509,4665925,https://www.google.com/patents/US4665925,Doppler catheter,5/19/87,19-May-87,1,9,24,171,17,7
510,4666450,https://www.google.com/patents/US4666450,Acetabular cup assembly prosthesis,5/19/87,19-May-87,1,10,0,62,13,9
511,4668290,https://www.google.com/patents/US4668290,Dispersion strengthened cobalt-chromium-molybdenum alloy produced by gas atomization,5/26/87,26-May-87,3,9,3,97,25,9
512,4670449,https://www.google.com/patents/US4670449,Dihydropyridines,6/2/87,2-Jun-87,4,8,0,2,46,3
513,4670564,https://www.google.com/patents/US4670564,Preparation of thieno-imidazole derivatives,6/2/87,2-Jun-87,2,6,5,1,10,5
514,4672061,https://www.google.com/patents/US4672061,Antiinflammatory compositions and methods,6/9/87,9-Jun-87,5,10,16,2,10,4
515,4673677,https://www.google.com/patents/US4673677,Method for treatment of gastrointestinal disorders,6/16/87,16-Jun-87,1,4,2,11,20,5
516,4675186,https://www.google.com/patents/US4675186,6-(1-acyl-1-hydroxymethyl)penicillanic acid derivatives,6/23/87,23-Jun-87,3,6,0,0,8,4
517,4677246,https://www.google.com/patents/US4677246,Protogyny in Zea mays,6/30/87,30-Jun-87,2,0,10,1006,7,7
518,4678666,https://www.google.com/patents/US4678666,Topical anti-inflammatory compositions,7/7/87,7-Jul-87,3,3,3,11,25,3
519,4678749,https://www.google.com/patents/US4678749,Ligands for affinity chromatographic purification of aldose reductase,7/7/87,7-Jul-87,2,0,4,0,11,4
520,4678789,https://www.google.com/patents/US4678789,Triazole antifungal agents,7/7/87,7-Jul-87,2,2,0,5,54,4
521,4678802,https://www.google.com/patents/US4678802,1-acylcarbamoyloxindole-3-carboxamides as antiinflammatory agents,7/7/87,7-Jul-87,1,5,1,10,21,4
522,4680306,https://www.google.com/patents/US4680306,Sprio-imidazolones for treatment of diabetes complications,7/14/87,14-Jul-87,1,10,0,0,22,4
523,4680404,https://www.google.com/patents/US4680404,Benzopyrans,7/14/87,14-Jul-87,4,11,0,7,28,4
524,4681629,https://www.google.com/patents/US4681629,Powder metallurgical process for manufacturing copper-nickel-tin spinodal alloy articles,7/21/87,21-Jul-87,1,4,0,16,23,12
525,4684641,https://www.google.com/patents/US4684641,7-hydroxyaminocephalosporin antibiotics,8/4/87,4-Aug-87,3,2,0,2,14,4
526,4684642,https://www.google.com/patents/US4684642,7-Hydroxyaminocephalosporin antibiotics,8/4/87,4-Aug-87,3,2,0,2,14,4
527,4686224,https://www.google.com/patents/US4686224,Oxindole antiinflammatory agents,8/11/87,11-Aug-87,2,2,0,10,47,4
528,4686228,https://www.google.com/patents/US4686228,Quinoline therapeutic agents,8/11/87,11-Aug-87,2,6,0,25,49,3
529,4689336,https://www.google.com/patents/US4689336,"Hypoglycemic 5-substituted oxazolidine 2,4-diones",8/25/87,25-Aug-87,1,14,6,8,18,5
530,4690943,https://www.google.com/patents/US4690943,"Analgesic and antiinflammatory 1,3-diacyl-2-oxindole compounds",9/1/87,1-Sep-87,1,13,12,12,36,4
531,4694080,https://www.google.com/patents/US4694080,"2H-1,2-benzothiazine derivatives",9/15/87,15-Sep-87,2,2,4,0,8,6
532,4694087,https://www.google.com/patents/US4694087,Imidazolidinone precursors for the preparation of biotin,9/15/87,15-Sep-87,1,2,0,1,17,4
533,4694113,https://www.google.com/patents/US4694113,Dual catalyst sequential method for production of sorbitol from hydrolyzed starch solution,9/15/87,15-Sep-87,2,5,4,4,13,6
534,4695571,https://www.google.com/patents/US4695571,Tricyclic oxindole antiinflammatory agents,9/22/87,22-Sep-87,1,2,0,12,46,4
535,4695626,https://www.google.com/patents/US4695626,"1-aza-4,5-dithiabicyclo [4.2.0] oct-2-en-8-one-2 carboxylate esters",9/22/87,22-Sep-87,1,2,5,13,13,6
536,4695634,https://www.google.com/patents/US4695634,"Hypoglycemic 5-substituted oxazolidine-2,4-diones",9/22/87,22-Sep-87,1,3,0,3,19,5
537,4698444,https://www.google.com/patents/US4698444,"1,1-bis(p-fluorophenyl)urea",10/6/87,6-Oct-87,1,5,11,0,25,3
538,4703052,https://www.google.com/patents/US4703052,Hypoglycemic thiazolidinediones,10/27/87,27-Oct-87,4,5,0,78,22,4
539,4704106,https://www.google.com/patents/US4704106,Drainage device with diverted gas flow path,11/3/87,3-Nov-87,2,10,0,28,6,9
540,4704284,https://www.google.com/patents/US4704284,Long-acting matrix tablet formulations,11/3/87,3-Nov-87,2,35,8,21,8,4
541,4704456,https://www.google.com/patents/US4704456,Process for sultamicillin intermediate,11/3/87,3-Nov-87,1,2,2,5,7,4
542,4704461,https://www.google.com/patents/US4704461,Processes and intermediates for sorbinil,11/3/87,3-Nov-87,3,7,4,0,6,3
543,4705261,https://www.google.com/patents/US4705261,Wire injection nozzle,11/10/87,10-Nov-87,2,3,0,12,14,5
544,4705727,https://www.google.com/patents/US4705727,Composite material for induction heating,11/10/87,10-Nov-87,1,12,0,14,14,10
545,4707281,https://www.google.com/patents/US4707281,Drilling fluid additive containing high pyruvate xanthan,11/17/87,17-Nov-87,2,7,3,5,5,11
546,4707493,https://www.google.com/patents/US4707493,19-epi-dianemycin as an anticoccidial and antibacterial agent,11/17/87,17-Nov-87,5,7,2,0,14,8
547,4708132,https://www.google.com/patents/US4708132,Fixation device for a ligament or tendon prosthesis,11/24/87,24-Nov-87,1,7,0,310,8,9
548,4708974,https://www.google.com/patents/US4708974,Enhanced hydrocarbon recovery by permeability modification with phenolic gels,11/24/87,24-Nov-87,4,15,0,12,11,10
549,4709044,https://www.google.com/patents/US4709044,Biotin intermediates,11/24/87,24-Nov-87,1,2,8,5,7,5
550,4710507,https://www.google.com/patents/US4710507,Quinolone inotropic agents,12/1/87,1-Dec-87,2,9,1,53,40,4
551,4710537,https://www.google.com/patents/US4710537,Substantially homogeneous copolymers of acrylic or methacrylic acid and maleic acid,12/1/87,1-Dec-87,1,16,2,16,19,4
552,4711882,https://www.google.com/patents/US4711882,"Octahydro-6-azaindole compounds, compositions and use",12/8/87,8-Dec-87,2,0,2,0,14,4
553,4711888,https://www.google.com/patents/US4711888,Hydroxy and alkoxy pyrimidines,12/8/87,8-Dec-87,2,1,6,34,27,4
554,4714468,https://www.google.com/patents/US4714468,Prosthesis formed from dispersion strengthened cobalt-chromium-molybdenum alloy produced by gas atomization,12/22/87,22-Dec-87,3,9,3,79,17,8
555,4714469,https://www.google.com/patents/US4714469,Spinal implant,12/22/87,22-Dec-87,1,7,0,764,33,6
556,4714603,https://www.google.com/patents/US4714603,"Spherically shaped precipitated calcium carbonate, its preparation and use",12/22/87,22-Dec-87,1,13,8,75,15,5
557,4714761,https://www.google.com/patents/US4714761,"6,6-dihalopenicillanic acid 1,1-dioxides and process",12/22/87,22-Dec-87,2,13,6,5,4,3
558,4715855,https://www.google.com/patents/US4715855,Dry bottle drainage system,12/29/87,29-Dec-87,2,12,0,31,7,11
559,4716113,https://www.google.com/patents/US4716113,Process for the production of an (S)-methyl or (S)-ethyl 4-amino-6-fluorochroman-4-carboxylate,12/29/87,29-Dec-87,1,14,12,7,20,3
560,4716231,https://www.google.com/patents/US4716231,Chlorination of 2-methoxynicotinic acid,12/29/87,29-Dec-87,1,3,0,2,7,6
561,4716900,https://www.google.com/patents/US4716900,Intraintestinal bypass graft,1/5/88,5-Jan-88,4,4,0,117,12,11
562,4718911,https://www.google.com/patents/US4718911,Acetabular cup assembly,1/12/88,12-Jan-88,1,15,0,62,13,9
563,4721712,https://www.google.com/patents/US4721712,"1,3-disubstituted 2-oxindoles as analgesic and anti-inflammatory agents",1/26/88,26-Jan-88,1,15,13,23,35,4
564,4723010,https://www.google.com/patents/US4723010,"Process for preparing chloromethyl thiazoles or oxazoles, and intermediates for use therein",2/2/88,2-Feb-88,2,4,5,3,31,4
565,4725599,https://www.google.com/patents/US4725599,Heterocyclic ring fused pyrimidine-4 (3H)-ones as anticoccidial agents,2/16/88,16-Feb-88,2,10,3,10,14,6
566,4725616,https://www.google.com/patents/US4725616,"1,3-dicarboxamide-oxindoles as antiinflammatory agents",2/16/88,16-Feb-88,1,3,2,17,40,4
567,4725678,https://www.google.com/patents/US4725678,Azetidinone intermediates for the preparation of penem derivatives,2/16/88,16-Feb-88,1,26,23,0,28,3
568,4726387,https://www.google.com/patents/US4726387,Cosmetic case and applicator,2/23/88,23-Feb-88,1,9,0,32,10,6
569,4727159,https://www.google.com/patents/US4727159,Triazoles,2/23/88,23-Feb-88,2,17,1,5,20,3
570,4728653,https://www.google.com/patents/US4728653,6-heteroaryl quinolone inotropic agents,3/1/88,1-Mar-88,2,14,1,46,27,5
571,4728654,https://www.google.com/patents/US4728654,Quinolone inotropic agents,3/1/88,1-Mar-88,2,9,19,3,28,4
572,4729985,https://www.google.com/patents/US4729985,"Renin inhibitors containing 5-amino-2,5-disubstituted-4-hydroxypentanoic acid residues",3/8/88,8-Mar-88,3,8,8,11,60,5
573,4730004,https://www.google.com/patents/US4730004,Analgesic and anti-inflammatory 1-acyl-2-oxindole-3-carboxamides,3/8/88,8-Mar-88,1,4,3,5,21,4
574,4730056,https://www.google.com/patents/US4730056,Process for (1H)-isoindolin-1-one-3-carboxylic acid,3/8/88,8-Mar-88,2,1,3,3,4,6
575,4730615,https://www.google.com/patents/US4730615,Sternum closure device,3/15/88,15-Mar-88,2,7,0,234,11,8
576,4732625,https://www.google.com/patents/US4732625,Copper-nickel-tin-cobalt spinodal alloy,3/22/88,22-Mar-88,1,18,0,15,7,5
577,4732907,https://www.google.com/patents/US4732907,Antiprotozoal diamidines and bis-imidazoline,3/22/88,22-Mar-88,1,2,10,2,21,5
578,4732985,https://www.google.com/patents/US4732985,2-oxygen containing heteroalkoxyalkyl dihydropyridine intermediates,3/22/88,22-Mar-88,3,3,0,3,34,4
579,4732988,https://www.google.com/patents/US4732988,Bicyclic precursors for the preparation of biotin,3/22/88,22-Mar-88,1,2,0,0,16,4
