,patent_no,url,title,issue_date,date,num_patent,num_inventor,num_pc,num_npc,num_rb,num_class,num_le,yearly_sales
450,4616027,https://www.google.com/patents/US4616027,"Antifungal 1-aryl-1-fluoroalkyl-2-(1H-1,2,4-triazol-1-yl)ethanols",1986-10-07,"Oct 7, 1986",881.0,2.0,6,1,10,29,4,4476.0
451,4617312,https://www.google.com/patents/US4617312,Aldose reductase inhibiting 5-(2-alkoxyphenyl) thiazolidinediones,1986-10-14,"Oct 14, 1986",882.0,1.0,3,2,27,16,3,4476.0
452,D286137,https://www.google.com/patents/USD286137,Combined pill dispenser and cover,1986-10-14,"Oct 14, 1986",883.0,3.0,0,0,2,2,0,4476.0
453,D286181,https://www.google.com/patents/USD286181,Acetabular cup assembly prosthesis,1986-10-14,"Oct 14, 1986",884.0,1.0,0,0,0,1,0,4476.0
454,4618609,https://www.google.com/patents/US4618609,"Anti-ischaemic and antihypertensive 2-[pyrimidyloxy alhoxymethyl]-1,4-dihydropyridines",1986-10-21,"Oct 21, 1986",885.0,3.0,2,0,8,34,4,4476.0
455,4618616,https://www.google.com/patents/US4618616,Cyclopropylidene antifungal agents,1986-10-21,"Oct 21, 1986",886.0,3.0,4,0,6,20,7,4476.0
456,4619783,https://www.google.com/patents/US4619783,Process and intermediates for the preparation of penem derivatives,1986-10-28,"Oct 28, 1986",887.0,1.0,12,21,1,39,4,4476.0
457,4619915,https://www.google.com/patents/US4619915,Peptide-substituted heterocyclic immunostimulants,1986-10-28,"Oct 28, 1986",888.0,1.0,2,2,10,53,6,4476.0
458,4619924,https://www.google.com/patents/US4619924,2-alkylthiopenem derivatives,1986-10-28,"Oct 28, 1986",889.0,1.0,3,0,44,24,4,4476.0
459,4620019,https://www.google.com/patents/US4620019,S-6-fluoro-4-aminochroman-4-carboxylic acid derivatives useful as intermediates for sorbinil,1986-10-28,"Oct 28, 1986",890.0,3.0,6,1,2,8,4,4476.0
460,4620533,https://www.google.com/patents/US4620533,External bone fixation apparatus,1986-11-04,"Nov 4, 1986",891.0,1.0,8,0,200,13,9,4476.0
461,4621630,https://www.google.com/patents/US4621630,Guide for femoral neck osteotomy,1986-11-11,"Nov 11, 1986",892.0,1.0,4,0,118,6,11,4476.0
462,4621638,https://www.google.com/patents/US4621638,Hard elastic sutures,1986-11-11,"Nov 11, 1986",893.0,1.0,4,0,67,7,12,4476.0
463,4622233,https://www.google.com/patents/US4622233,Preparation and use of a highly purified polydextrose,1986-11-11,"Nov 11, 1986",894.0,1.0,9,1,82,33,6,4476.0
464,4622406,https://www.google.com/patents/US4622406,"Hypoglycemic 5-substituted oxazolidine-2,4-diones",1986-11-11,"Nov 11, 1986",895.0,1.0,5,7,0,8,4,4476.0
465,4623486,https://www.google.com/patents/US4623486,"[4-substituted benzoyloxy]-N-substituted-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxides having anti-arthritic activity",1986-11-18,"Nov 18, 1986",896.0,1.0,16,2,20,34,3,4476.0
466,4623650,https://www.google.com/patents/US4623650,"Antibiotic derivatives of 7-phenyl-1,4-dihydro-4-oxo-3-quinolinecarboxylic acids",1986-11-18,"Nov 18, 1986",897.0,3.0,0,1,37,15,6,4476.0
467,4623725,https://www.google.com/patents/US4623725,"[1,2,4]Triazolo[4,3-a]quinoxaline-4-amine derivatives",1986-11-18,"Nov 18, 1986",898.0,2.0,0,0,8,9,4,4476.0
468,4623728,https://www.google.com/patents/US4623728,"Intermediates for 1,3-disubstituted piperidine compounds as neuroleptic agents",1986-11-18,"Nov 18, 1986",899.0,1.0,0,2,12,4,3,4476.0
469,4624256,https://www.google.com/patents/US4624256,Caprolactone polymers for suture coating,1986-11-25,"Nov 25, 1986",900.0,2.0,6,2,142,6,10,4476.0
470,4624958,https://www.google.com/patents/US4624958,"Antiprotozoal 1,4-di(p-amidinophenyl)imidazoles",1986-11-25,"Nov 25, 1986",901.0,1.0,10,27,0,30,5,4476.0
471,4625041,https://www.google.com/patents/US4625041,Acidic polycyclic ether antibiotic,1986-11-25,"Nov 25, 1986",902.0,4.0,18,5,3,15,3,4476.0
472,4626610,https://www.google.com/patents/US4626610,Iron deficiency chlorosis resistant soybean variety,1986-12-02,"Dec 2, 1986",903.0,1.0,1,0,152,8,6,4476.0
473,4627961,https://www.google.com/patents/US4627961,Calcium-aluminum briquettes,1986-12-09,"Dec 9, 1986",904.0,1.0,3,0,2,4,5,4476.0
474,4628033,https://www.google.com/patents/US4628033,Novel host strain for transformation of Yarrowia lipolytica,1986-12-09,"Dec 9, 1986",905.0,1.0,2,2,12,10,4,4476.0
475,4629794,https://www.google.com/patents/US4629794,Antibacterial 2-amino-oxazolinones and process therefor,1986-12-16,"Dec 16, 1986",906.0,1.0,4,4,5,11,3,4476.0
476,4629819,https://www.google.com/patents/US4629819,Novel hybrid corn plant,1986-12-16,"Dec 16, 1986",907.0,1.0,0,0,145,5,6,4476.0
477,4631082,https://www.google.com/patents/US4631082,Cobalt-chromium superalloy,1986-12-23,"Dec 23, 1986",908.0,2.0,5,2,12,20,9,4476.0
478,4631345,https://www.google.com/patents/US4631345,Thiazole precursors for the preparation of biotin,1986-12-23,"Dec 23, 1986",909.0,1.0,1,0,0,19,4,4476.0
479,4632992,https://www.google.com/patents/US4632992,Intermediates for preparing pirbuterol and analogs,1986-12-30,"Dec 30, 1986",910.0,2.0,7,2,4,13,4,4476.0
480,4632993,https://www.google.com/patents/US4632993,Process for making 2-guanidino-4-(2-methyl-4-imidazolyl) thiazole dihydrobromide,1986-12-30,"Dec 30, 1986",911.0,2.0,2,0,0,6,4,4476.0
481,4636498,https://www.google.com/patents/US4636498,Formulation of antiinflammatory drugs,1987-01-13,"Jan 13, 1987",912.0,1.0,4,12,5,9,5,4920.0
482,4636500,https://www.google.com/patents/US4636500,N-(phenoxyalkyl)imidazoles as selective inhibitors of the thromboxane synthetase enzyme and pharmaceutical compositions thereof,1987-01-13,"Jan 13, 1987",913.0,2.0,2,8,9,28,3,4920.0
483,4636506,https://www.google.com/patents/US4636506,"7-heterocyclic-1,4-dihydroquinolones",1987-01-13,"Jan 13, 1987",914.0,3.0,5,0,21,20,5,4920.0
484,4638007,https://www.google.com/patents/US4638007,Triazole antifungal agents,1987-01-20,"Jan 20, 1987",915.0,2.0,19,1,0,23,4,4920.0
485,4639322,https://www.google.com/patents/US4639322,Biopolymer compositions having enhanced filterability,1987-01-27,"Jan 27, 1987",916.0,5.0,10,6,5,13,11,4920.0
486,4642373,https://www.google.com/patents/US4642373,"Substituted dodecahydrotripheylenes, and decahydropyrrolo[1,2-f]phenanthridines as CNS agents",1987-02-10,"Feb 10, 1987",917.0,4.0,4,0,0,73,3,4920.0
487,4644005,https://www.google.com/patents/US4644005,Oxindole antiinflammatory agents,1987-02-17,"Feb 17, 1987",918.0,2.0,3,0,9,56,4,4920.0
488,4647565,https://www.google.com/patents/US4647565,"2-(2-quinazolinylaminoalkoxymethyl)-1,4-dihydropyridine derivatives as cardiovascular agents",1987-03-03,"Mar 3, 1987",919.0,4.0,1,0,7,33,4,4920.0
489,4649920,https://www.google.com/patents/US4649920,Coated suture,1987-03-17,"Mar 17, 1987",920.0,1.0,2,0,59,6,9,4920.0
490,4650491,https://www.google.com/patents/US4650491,Locking mechanism for prosthesis components,1987-03-17,"Mar 17, 1987",921.0,1.0,11,0,59,19,11,4920.0
491,4650851,https://www.google.com/patents/US4650851,Purification of glycolide,1987-03-17,"Mar 17, 1987",922.0,2.0,7,0,21,11,8,4920.0
492,4652523,https://www.google.com/patents/US4652523,Method of preparing a new polyether antibiotic from streptomyces,1987-03-24,"Mar 24, 1987",923.0,4.0,2,0,1,10,4,4920.0
493,4652658,https://www.google.com/patents/US4652658,Process for making 2-oxindole-1-carboxamides and intermediates therefor,1987-03-24,"Mar 24, 1987",924.0,1.0,2,6,3,15,3,4920.0
494,4653507,https://www.google.com/patents/US4653507,Differential thermal testing apparatus and method,1987-03-31,"Mar 31, 1987",925.0,1.0,12,5,20,16,5,4920.0
495,4654352,https://www.google.com/patents/US4654352,Method for treating diarrhea with benzothiophene derivatives,1987-03-31,"Mar 31, 1987",926.0,1.0,4,0,11,26,4,4920.0
496,4654353,https://www.google.com/patents/US4654353,Antihypertensive 2-hydroxyalkoxyalkyl dihydropyridines,1987-03-31,"Mar 31, 1987",927.0,3.0,4,0,6,33,4,4920.0
497,4654466,https://www.google.com/patents/US4654466,Inbred corn line,1987-03-31,"Mar 31, 1987",928.0,1.0,1,0,69,10,4,4920.0
498,4656169,https://www.google.com/patents/US4656169,Tetracyclic spiro-hydantoin aldose reductase inhibitors and compositions,1987-04-07,"Apr 7, 1987",929.0,1.0,4,0,4,30,5,4920.0
499,4656174,https://www.google.com/patents/US4656174,Quinoline therapeutic agents,1987-04-07,"Apr 7, 1987",930.0,2.0,7,2,7,44,4,4920.0
500,4656263,https://www.google.com/patents/US4656263,6-β-substituted penicillanic acid compound free of the 6-α-epimer,1987-04-07,"Apr 7, 1987",931.0,1.0,7,6,5,11,4,4920.0
501,4656265,https://www.google.com/patents/US4656265,Cyclic prodrugs of antiinflammatory oxicams,1987-04-07,"Apr 7, 1987",932.0,2.0,11,4,3,10,5,4920.0
502,4658037,https://www.google.com/patents/US4658037,"Intermediates for 1,3-disubstituted 2-oxindoles as analgesic and antiinflammatory agents",1987-04-14,"Apr 14, 1987",933.0,1.0,12,10,15,58,3,4920.0
503,4661485,https://www.google.com/patents/US4661485,"2-pyrimidylaminoalkoxymethyl-6-methyl-3,5-bis (alkoxycarbony-1)-1,4-dihydropyridine antihypertensive agents",1987-04-28,"Apr 28, 1987",934.0,4.0,6,0,2,49,3,4920.0
504,4661493,https://www.google.com/patents/US4661493,Tioconazole and related compounds for control of Herpes simplex virus,1987-04-28,"Apr 28, 1987",935.0,1.0,3,0,12,10,3,4920.0
505,4661507,https://www.google.com/patents/US4661507,"Antifungal S-ethers of 2-aryl-3-mercapto-1-(1H-1,2,4-triazol-1-yl) propan-2-ols and corresponding sulfoxides and sulfones",1987-04-28,"Apr 28, 1987",936.0,2.0,5,0,9,14,5,4920.0
506,4662939,https://www.google.com/patents/US4662939,Process and composition for improved corrosion resistance,1987-05-05,"May 5, 1987",937.0,1.0,5,0,9,11,8,4920.0
507,4663474,https://www.google.com/patents/US4663474,Synthetic intermediates for a chiral 3-(substituted-phenyl)-4-(3-hydroxypropyl) cyclohexanol,1987-05-05,"May 5, 1987",938.0,1.0,13,6,5,14,3,4920.0
508,4665194,https://www.google.com/patents/US4665194,Process for making 2-oxindole-1-carboxamides and intermediates therefor,1987-05-12,"May 12, 1987",939.0,1.0,0,6,5,18,3,4920.0
509,4665925,https://www.google.com/patents/US4665925,Doppler catheter,1987-05-19,"May 19, 1987",940.0,1.0,9,24,171,17,7,4920.0
510,4666450,https://www.google.com/patents/US4666450,Acetabular cup assembly prosthesis,1987-05-19,"May 19, 1987",941.0,1.0,10,0,62,13,9,4920.0
511,4668290,https://www.google.com/patents/US4668290,Dispersion strengthened cobalt-chromium-molybdenum alloy produced by gas atomization,1987-05-26,"May 26, 1987",942.0,3.0,9,3,97,25,9,4920.0
512,4670449,https://www.google.com/patents/US4670449,Dihydropyridines,1987-06-02,"Jun 2, 1987",943.0,4.0,8,0,2,46,3,4920.0
513,4670564,https://www.google.com/patents/US4670564,Preparation of thieno-imidazole derivatives,1987-06-02,"Jun 2, 1987",944.0,2.0,6,5,1,10,5,4920.0
514,4672061,https://www.google.com/patents/US4672061,Antiinflammatory compositions and methods,1987-06-09,"Jun 9, 1987",945.0,5.0,10,16,2,10,4,4920.0
515,4673677,https://www.google.com/patents/US4673677,Method for treatment of gastrointestinal disorders,1987-06-16,"Jun 16, 1987",946.0,1.0,4,2,11,20,5,4920.0
516,4675186,https://www.google.com/patents/US4675186,6-(1-acyl-1-hydroxymethyl)penicillanic acid derivatives,1987-06-23,"Jun 23, 1987",947.0,3.0,6,0,0,8,4,4920.0
517,4677246,https://www.google.com/patents/US4677246,Protogyny in Zea mays,1987-06-30,"Jun 30, 1987",948.0,2.0,0,10,1006,7,7,4920.0
518,4678666,https://www.google.com/patents/US4678666,Topical anti-inflammatory compositions,1987-07-07,"Jul 7, 1987",949.0,3.0,3,3,11,25,3,4920.0
519,4678749,https://www.google.com/patents/US4678749,Ligands for affinity chromatographic purification of aldose reductase,1987-07-07,"Jul 7, 1987",950.0,2.0,0,4,0,11,4,4920.0
520,4678789,https://www.google.com/patents/US4678789,Triazole antifungal agents,1987-07-07,"Jul 7, 1987",951.0,2.0,2,0,5,54,4,4920.0
521,4678802,https://www.google.com/patents/US4678802,1-acylcarbamoyloxindole-3-carboxamides as antiinflammatory agents,1987-07-07,"Jul 7, 1987",952.0,1.0,5,1,10,21,4,4920.0
522,4680306,https://www.google.com/patents/US4680306,Sprio-imidazolones for treatment of diabetes complications,1987-07-14,"Jul 14, 1987",953.0,1.0,10,0,0,22,4,4920.0
523,4680404,https://www.google.com/patents/US4680404,Benzopyrans,1987-07-14,"Jul 14, 1987",954.0,4.0,11,0,7,28,4,4920.0
524,4681629,https://www.google.com/patents/US4681629,Powder metallurgical process for manufacturing copper-nickel-tin spinodal alloy articles,1987-07-21,"Jul 21, 1987",955.0,1.0,4,0,16,23,12,4920.0
525,4684641,https://www.google.com/patents/US4684641,7-hydroxyaminocephalosporin antibiotics,1987-08-04,"Aug 4, 1987",956.0,3.0,2,0,2,14,4,4920.0
526,4684642,https://www.google.com/patents/US4684642,7-Hydroxyaminocephalosporin antibiotics,1987-08-04,"Aug 4, 1987",957.0,3.0,2,0,2,14,4,4920.0
527,4686224,https://www.google.com/patents/US4686224,Oxindole antiinflammatory agents,1987-08-11,"Aug 11, 1987",958.0,2.0,2,0,10,47,4,4920.0
528,4686228,https://www.google.com/patents/US4686228,Quinoline therapeutic agents,1987-08-11,"Aug 11, 1987",959.0,2.0,6,0,25,49,3,4920.0
529,4689336,https://www.google.com/patents/US4689336,"Hypoglycemic 5-substituted oxazolidine 2,4-diones",1987-08-25,"Aug 25, 1987",960.0,1.0,14,6,8,18,5,4920.0
530,4690943,https://www.google.com/patents/US4690943,"Analgesic and antiinflammatory 1,3-diacyl-2-oxindole compounds",1987-09-01,"Sep 1, 1987",961.0,1.0,13,12,12,36,4,4920.0
531,4694080,https://www.google.com/patents/US4694080,"2H-1,2-benzothiazine derivatives",1987-09-15,"Sep 15, 1987",962.0,2.0,2,4,0,8,6,4920.0
532,4694087,https://www.google.com/patents/US4694087,Imidazolidinone precursors for the preparation of biotin,1987-09-15,"Sep 15, 1987",963.0,1.0,2,0,1,17,4,4920.0
533,4694113,https://www.google.com/patents/US4694113,Dual catalyst sequential method for production of sorbitol from hydrolyzed starch solution,1987-09-15,"Sep 15, 1987",964.0,2.0,5,4,4,13,6,4920.0
534,4695571,https://www.google.com/patents/US4695571,Tricyclic oxindole antiinflammatory agents,1987-09-22,"Sep 22, 1987",965.0,1.0,2,0,12,46,4,4920.0
535,4695626,https://www.google.com/patents/US4695626,"1-aza-4,5-dithiabicyclo [4.2.0] oct-2-en-8-one-2 carboxylate esters",1987-09-22,"Sep 22, 1987",966.0,1.0,2,5,13,13,6,4920.0
536,4695634,https://www.google.com/patents/US4695634,"Hypoglycemic 5-substituted oxazolidine-2,4-diones",1987-09-22,"Sep 22, 1987",967.0,1.0,3,0,3,19,5,4920.0
537,4698444,https://www.google.com/patents/US4698444,"1,1-bis(p-fluorophenyl)urea",1987-10-06,"Oct 6, 1987",968.0,1.0,5,11,0,25,3,4920.0
538,4703052,https://www.google.com/patents/US4703052,Hypoglycemic thiazolidinediones,1987-10-27,"Oct 27, 1987",969.0,4.0,5,0,78,22,4,4920.0
539,4704106,https://www.google.com/patents/US4704106,Drainage device with diverted gas flow path,1987-11-03,"Nov 3, 1987",970.0,2.0,10,0,28,6,9,4920.0
540,4704284,https://www.google.com/patents/US4704284,Long-acting matrix tablet formulations,1987-11-03,"Nov 3, 1987",971.0,2.0,35,8,21,8,4,4920.0
541,4704456,https://www.google.com/patents/US4704456,Process for sultamicillin intermediate,1987-11-03,"Nov 3, 1987",972.0,1.0,2,2,5,7,4,4920.0
542,4704461,https://www.google.com/patents/US4704461,Processes and intermediates for sorbinil,1987-11-03,"Nov 3, 1987",973.0,3.0,7,4,0,6,3,4920.0
543,4705261,https://www.google.com/patents/US4705261,Wire injection nozzle,1987-11-10,"Nov 10, 1987",974.0,2.0,3,0,12,14,5,4920.0
544,4705727,https://www.google.com/patents/US4705727,Composite material for induction heating,1987-11-10,"Nov 10, 1987",975.0,1.0,12,0,14,14,10,4920.0
545,4707281,https://www.google.com/patents/US4707281,Drilling fluid additive containing high pyruvate xanthan,1987-11-17,"Nov 17, 1987",976.0,2.0,7,3,5,5,11,4920.0
546,4707493,https://www.google.com/patents/US4707493,19-epi-dianemycin as an anticoccidial and antibacterial agent,1987-11-17,"Nov 17, 1987",977.0,5.0,7,2,0,14,8,4920.0
547,4708132,https://www.google.com/patents/US4708132,Fixation device for a ligament or tendon prosthesis,1987-11-24,"Nov 24, 1987",978.0,1.0,7,0,310,8,9,4920.0
548,4708974,https://www.google.com/patents/US4708974,Enhanced hydrocarbon recovery by permeability modification with phenolic gels,1987-11-24,"Nov 24, 1987",979.0,4.0,15,0,12,11,10,4920.0
549,4709044,https://www.google.com/patents/US4709044,Biotin intermediates,1987-11-24,"Nov 24, 1987",980.0,1.0,2,8,5,7,5,4920.0
550,4710507,https://www.google.com/patents/US4710507,Quinolone inotropic agents,1987-12-01,"Dec 1, 1987",981.0,2.0,9,1,53,40,4,4920.0
551,4710537,https://www.google.com/patents/US4710537,Substantially homogeneous copolymers of acrylic or methacrylic acid and maleic acid,1987-12-01,"Dec 1, 1987",982.0,1.0,16,2,16,19,4,4920.0
552,4711882,https://www.google.com/patents/US4711882,"Octahydro-6-azaindole compounds, compositions and use",1987-12-08,"Dec 8, 1987",983.0,2.0,0,2,0,14,4,4920.0
553,4711888,https://www.google.com/patents/US4711888,Hydroxy and alkoxy pyrimidines,1987-12-08,"Dec 8, 1987",984.0,2.0,1,6,34,27,4,4920.0
554,4714468,https://www.google.com/patents/US4714468,Prosthesis formed from dispersion strengthened cobalt-chromium-molybdenum alloy produced by gas atomization,1987-12-22,"Dec 22, 1987",985.0,3.0,9,3,79,17,8,4920.0
555,4714469,https://www.google.com/patents/US4714469,Spinal implant,1987-12-22,"Dec 22, 1987",986.0,1.0,7,0,764,33,6,4920.0
556,4714603,https://www.google.com/patents/US4714603,"Spherically shaped precipitated calcium carbonate, its preparation and use",1987-12-22,"Dec 22, 1987",987.0,1.0,13,8,75,15,5,4920.0
557,4714761,https://www.google.com/patents/US4714761,"6,6-dihalopenicillanic acid 1,1-dioxides and process",1987-12-22,"Dec 22, 1987",988.0,2.0,13,6,5,4,3,4920.0
558,4715855,https://www.google.com/patents/US4715855,Dry bottle drainage system,1987-12-29,"Dec 29, 1987",989.0,2.0,12,0,31,7,11,4920.0
559,4716113,https://www.google.com/patents/US4716113,Process for the production of an (S)-methyl or (S)-ethyl 4-amino-6-fluorochroman-4-carboxylate,1987-12-29,"Dec 29, 1987",990.0,1.0,14,12,7,20,3,4920.0
560,4716231,https://www.google.com/patents/US4716231,Chlorination of 2-methoxynicotinic acid,1987-12-29,"Dec 29, 1987",991.0,1.0,3,0,2,7,6,4920.0
561,4716900,https://www.google.com/patents/US4716900,Intraintestinal bypass graft,1988-01-05,"Jan 5, 1988",992.0,4.0,4,0,117,12,11,5385.0
562,4718911,https://www.google.com/patents/US4718911,Acetabular cup assembly,1988-01-12,"Jan 12, 1988",993.0,1.0,15,0,62,13,9,5385.0
563,4721712,https://www.google.com/patents/US4721712,"1,3-disubstituted 2-oxindoles as analgesic and anti-inflammatory agents",1988-01-26,"Jan 26, 1988",994.0,1.0,15,13,23,35,4,5385.0
564,4723010,https://www.google.com/patents/US4723010,"Process for preparing chloromethyl thiazoles or oxazoles, and intermediates for use therein",1988-02-02,"Feb 2, 1988",995.0,2.0,4,5,3,31,4,5385.0
565,4725599,https://www.google.com/patents/US4725599,Heterocyclic ring fused pyrimidine-4 (3H)-ones as anticoccidial agents,1988-02-16,"Feb 16, 1988",996.0,2.0,10,3,10,14,6,5385.0
566,4725616,https://www.google.com/patents/US4725616,"1,3-dicarboxamide-oxindoles as antiinflammatory agents",1988-02-16,"Feb 16, 1988",997.0,1.0,3,2,17,40,4,5385.0
567,4725678,https://www.google.com/patents/US4725678,Azetidinone intermediates for the preparation of penem derivatives,1988-02-16,"Feb 16, 1988",998.0,1.0,26,23,0,28,3,5385.0
568,4726387,https://www.google.com/patents/US4726387,Cosmetic case and applicator,1988-02-23,"Feb 23, 1988",999.0,1.0,9,0,32,10,6,5385.0
569,4727159,https://www.google.com/patents/US4727159,Triazoles,1988-02-23,"Feb 23, 1988",1000.0,2.0,17,1,5,20,3,5385.0
570,4728653,https://www.google.com/patents/US4728653,6-heteroaryl quinolone inotropic agents,1988-03-01,"Mar 1, 1988",1001.0,2.0,14,1,46,27,5,5385.0
571,4728654,https://www.google.com/patents/US4728654,Quinolone inotropic agents,1988-03-01,"Mar 1, 1988",1002.0,2.0,9,19,3,28,4,5385.0
572,4729985,https://www.google.com/patents/US4729985,"Renin inhibitors containing 5-amino-2,5-disubstituted-4-hydroxypentanoic acid residues",1988-03-08,"Mar 8, 1988",1003.0,3.0,8,8,11,60,5,5385.0
573,4730004,https://www.google.com/patents/US4730004,Analgesic and anti-inflammatory 1-acyl-2-oxindole-3-carboxamides,1988-03-08,"Mar 8, 1988",1004.0,1.0,4,3,5,21,4,5385.0
574,4730056,https://www.google.com/patents/US4730056,Process for (1H)-isoindolin-1-one-3-carboxylic acid,1988-03-08,"Mar 8, 1988",1005.0,2.0,1,3,3,4,6,5385.0
575,4730615,https://www.google.com/patents/US4730615,Sternum closure device,1988-03-15,"Mar 15, 1988",1006.0,2.0,7,0,234,11,8,5385.0
576,4732625,https://www.google.com/patents/US4732625,Copper-nickel-tin-cobalt spinodal alloy,1988-03-22,"Mar 22, 1988",1007.0,1.0,18,0,15,7,5,5385.0
577,4732907,https://www.google.com/patents/US4732907,Antiprotozoal diamidines and bis-imidazoline,1988-03-22,"Mar 22, 1988",1008.0,1.0,2,10,2,21,5,5385.0
578,4732985,https://www.google.com/patents/US4732985,2-oxygen containing heteroalkoxyalkyl dihydropyridine intermediates,1988-03-22,"Mar 22, 1988",1009.0,3.0,3,0,3,34,4,5385.0
579,4732988,https://www.google.com/patents/US4732988,Bicyclic precursors for the preparation of biotin,1988-03-22,"Mar 22, 1988",1010.0,1.0,2,0,0,16,4,5385.0
580,4736059,https://www.google.com/patents/US4736059,"Process for the preparation of meso 2,5-dihaloadipates",1988-04-05,"Apr 5, 1988",1011.0,3.0,1,20,0,9,4,5385.0
581,4738972,https://www.google.com/patents/US4738972,Hypoglycemic thiazolidinediones,1988-04-19,"Apr 19, 1988",1012.0,4.0,8,0,18,14,4,5385.0
582,4739047,https://www.google.com/patents/US4739047,Intermediates for 2-(1-oxo-3-thiolanyl)-2-penem antibiotics,1988-04-19,"Apr 19, 1988",1013.0,2.0,2,0,15,7,4,5385.0
583,4739079,https://www.google.com/patents/US4739079,"Pharmacologically active 4-[2-hydroxy-4-(substituted)phenyl]naphthalen-2(1H)-ones and 2-ols, derivatives thereof and intermediates therefor",1988-04-19,"Apr 19, 1988",1014.0,3.0,9,1,0,51,5,5385.0
584,4740464,https://www.google.com/patents/US4740464,Fermentation process and microorganism for producing aconitic acid,1988-04-26,"Apr 26, 1988",1015.0,2.0,0,6,3,12,5,5385.0
585,4740513,https://www.google.com/patents/US4740513,Methyl substituted imidazol-1-yl quinolones,1988-04-26,"Apr 26, 1988",1016.0,2.0,13,1,13,17,4,5385.0
586,4743632,https://www.google.com/patents/US4743632,Polyetherurethane urea polymers as space filling tissue adhesives,1988-05-10,"May 10, 1988",1017.0,1.0,12,0,81,24,6,5385.0
587,4746650,https://www.google.com/patents/US4746650,Polycyclic ether antibiotic,1988-05-24,"May 24, 1988",1018.0,4.0,3,0,10,28,4,5385.0
588,4748280,https://www.google.com/patents/US4748280,"Certain chlorination process for preparing 2-chloro-1,1,1-(C1 -C6)",1988-05-31,"May 31, 1988",1019.0,2.0,1,2,8,27,3,5385.0
589,4749687,https://www.google.com/patents/US4749687,Renin inhibitors containing statine or derivatives thereof,1988-06-07,"Jun 7, 1988",1020.0,3.0,17,0,11,19,6,5385.0
590,4750482,https://www.google.com/patents/US4750482,"Hydrophilic, elastomeric, pressure-sensitive adhesive",1988-06-14,"Jun 14, 1988",1021.0,1.0,19,0,224,30,5,5385.0
591,4751297,https://www.google.com/patents/US4751297,Method for preparation of azetidinone-1-oxoacetate by oxidation of the corresponding 2-hydroxyacetate,1988-06-14,"Jun 14, 1988",1022.0,3.0,2,7,5,12,5,5385.0
592,4751317,https://www.google.com/patents/US4751317,Inophore antibacterial agent from streptomyces,1988-06-14,"Jun 14, 1988",1023.0,4.0,1,0,3,10,4,5385.0
593,4752609,https://www.google.com/patents/US4752609,"Analgesic and antiinflammatory 1,3-diacyl-2-oxindole compounds",1988-06-21,"Jun 21, 1988",1024.0,1.0,15,8,8,19,3,5385.0
594,4753679,https://www.google.com/patents/US4753679,Cement products containing surface treated inorganic particulates,1988-06-28,"Jun 28, 1988",1025.0,2.0,9,0,18,8,12,5385.0
595,4753956,https://www.google.com/patents/US4753956,"Hypoglycemic 5-substituted oxazolidine-2,4-diones",1988-06-28,"Jun 28, 1988",1026.0,1.0,5,8,11,82,4,5385.0
596,4755183,https://www.google.com/patents/US4755183,Ligament prosthesis,1988-07-05,"Jul 5, 1988",1027.0,1.0,2,0,83,8,6,5385.0
597,4756501,https://www.google.com/patents/US4756501,Hanger for drainage device,1988-07-12,"Jul 12, 1988",1028.0,4.0,22,4,11,13,9,5385.0
598,4757833,https://www.google.com/patents/US4757833,Method for improving production of viscous crude oil,1988-07-19,"Jul 19, 1988",1029.0,1.0,20,2,21,24,13,5385.0
599,4758568,https://www.google.com/patents/US4758568,Quinoline therapeutic agents,1988-07-19,"Jul 19, 1988",1030.0,2.0,9,1,3,50,3,5385.0
600,4758569,https://www.google.com/patents/US4758569,Doxazosin as an anti-atherosclerosis agent,1988-07-19,"Jul 19, 1988",1031.0,1.0,5,4,15,8,5,5385.0
601,4761485,https://www.google.com/patents/US4761485,Synthetic method for indol-2(3H)-ones,1988-08-02,"Aug 2, 1988",1032.0,1.0,5,16,4,5,4,5385.0
602,4762838,https://www.google.com/patents/US4762838,Quinazolin-4(3H)-one derivatives as anticoccidial agents,1988-08-09,"Aug 9, 1988",1033.0,1.0,15,2,11,9,4,5385.0
603,4762920,https://www.google.com/patents/US4762920,"6,6-Dihalopenicillanic acid 1,1-dioxides",1988-08-09,"Aug 9, 1988",1034.0,2.0,2,0,2,4,3,5385.0
604,4762921,https://www.google.com/patents/US4762921,6-(1-acyl-1-hydroxymethyl)penicillanic acid derivatives,1988-08-09,"Aug 9, 1988",1035.0,3.0,7,0,5,7,3,5385.0
605,4766117,https://www.google.com/patents/US4766117,Antiinflammatory compositions and methods,1988-08-23,"Aug 23, 1988",1036.0,5.0,10,20,28,11,3,5385.0
606,4766141,https://www.google.com/patents/US4766141,Spiro-succinimides for treatment of diabetes complications,1988-08-23,"Aug 23, 1988",1037.0,1.0,5,0,0,13,3,5385.0
607,4767743,https://www.google.com/patents/US4767743,Peptide immunostimulants,1988-08-30,"Aug 30, 1988",1038.0,1.0,1,6,8,19,5,5385.0
608,4767777,https://www.google.com/patents/US4767777,Triazole antifungal agents,1988-08-30,"Aug 30, 1988",1039.0,3.0,4,6,12,15,4,5385.0
609,4769232,https://www.google.com/patents/US4769232,Parenteral formulations of indolmycin,1988-09-06,"Sep 6, 1988",1040.0,2.0,6,1,7,12,3,5385.0
