,patent_no,url,title,issue_date,date,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
583,4643987,https://www.google.com/patents/US4643987,Modified glycopeptides,2/17/87,17-Feb-87,2,5,8,106,9,5
584,4645861,https://www.google.com/patents/US4645861,3-sulfonylamino-4-amino phenyl acyl derivatives,2/24/87,24-Feb-87,2,1,0,0,5,6
585,4647564,https://www.google.com/patents/US4647564,Inotropic agents,3/3/87,3-Mar-87,1,12,4,5,13,5
586,4647591,https://www.google.com/patents/US4647591,Method for improving memory,3/3/87,3-Mar-87,3,0,11,37,4,4
587,4647667,https://www.google.com/patents/US4647667,Octa- and deca-hydroquinoline intermediates,3/3/87,3-Mar-87,1,6,7,3,12,3
588,4647685,https://www.google.com/patents/US4647685,"2-alkoxy-1-((2-trialkylaminoethoxy)phosphinyloxy)-alkenes and alkynes, hydroxy inner salts",3/3/87,3-Mar-87,2,5,15,11,6,5
589,4649042,https://www.google.com/patents/US4649042,Rumen delivery device,3/10/87,10-Mar-87,6,10,0,22,9,6
590,4649107,https://www.google.com/patents/US4649107,Phenylethanolamine N-methyltransferase based radioenzymatic assay for norephinephrine,3/10/87,10-Mar-87,2,2,10,3,5,6
591,4650761,https://www.google.com/patents/US4650761,Method for stabilizing and selecting recombinant DNA containing host cell,3/17/87,17-Mar-87,3,9,25,18,26,4
592,4652547,https://www.google.com/patents/US4652547,Pharmaceutical formulations comprising human insulin and human proinsulin,3/24/87,24-Mar-87,3,2,26,12,7,4
593,4652548,https://www.google.com/patents/US4652548,"Pharmaceutical formulations comprising human insulin, human C-peptide, and human proinsulin",3/24/87,24-Mar-87,3,2,32,28,6,4
594,4654324,https://www.google.com/patents/US4654324,Human proinsulin pharmaceutical formulations,3/31/87,31-Mar-87,3,1,28,31,5,4
595,4656187,https://www.google.com/patents/US4656187,Treatment of mammary cancer,4/7/87,7-Apr-87,2,7,5,54,5,5
596,4656258,https://www.google.com/patents/US4656258,Macrocin derivatives,4/7/87,7-Apr-87,4,7,28,2,9,5
597,4658061,https://www.google.com/patents/US4658061,9-aminoalkylfluorenes,4/14/87,14-Apr-87,2,7,0,1,46,5
598,4659660,https://www.google.com/patents/US4659660,A47934 antibiotic and process for production thereof,4/21/87,21-Apr-87,2,1,2,4,22,5
599,4659717,https://www.google.com/patents/US4659717,Dihydropyridines useful in the treatment of angina and stroke,4/21/87,21-Apr-87,1,12,6,9,34,5
600,4659730,https://www.google.com/patents/US4659730,Aromatase inhibiting imidazole derivatives,4/21/87,21-Apr-87,3,12,26,7,31,6
601,4659813,https://www.google.com/patents/US4659813,Crystallization process for ceftazidime derivative,4/21/87,21-Apr-87,3,2,0,6,8,4
602,4659832,https://www.google.com/patents/US4659832,"Process for the preparation of octahydro-oxazolo [4,5-G]quinolines",4/21/87,21-Apr-87,2,1,5,11,5,5
603,4659859,https://www.google.com/patents/US4659859,2-alkoxy-1-alkoxy phosphoryl dichlorides,4/21/87,21-Apr-87,2,3,0,1,10,5
604,4661505,https://www.google.com/patents/US4661505,Leukotriene antagonists,4/28/87,28-Apr-87,2,22,14,27,63,6
605,4661508,https://www.google.com/patents/US4661508,"Aromatase inhibiting ‘±,‘±-diphenyl-4(5)imidazole-methanes or -ethanes",4/28/87,28-Apr-87,2,5,0,6,9,5
606,4663282,https://www.google.com/patents/US4663282,Glycopeptide antibiotic CUC/CSV and process for its production,5/5/87,5-May-87,5,6,0,0,11,5
607,4663460,https://www.google.com/patents/US4663460,Intermediates for picenadol,5/5/87,5-May-87,1,0,0,3,14,4
608,4665066,https://www.google.com/patents/US4665066,3-thiazolomethyl cephalosporins as antibiotics,5/12/87,12-May-87,2,11,7,5,17,6
609,4665100,https://www.google.com/patents/US4665100,"Process for formulating a synthetic drug for use in animal feed, and resulting formulation",5/12/87,12-May-87,1,11,4,12,16,4
610,4665168,https://www.google.com/patents/US4665168,Cephalosporin intermediate,5/12/87,12-May-87,2,8,0,1,6,5
611,4666504,https://www.google.com/patents/US4666504,Pollen formation inhibiting 1-phenyl-4-carboxy-5-pyrazolecarboxamides,5/19/87,19-May-87,2,6,7,2,11,5
612,4666846,https://www.google.com/patents/US4666846,Novel cloning vectors containing selectable genetic markers for use in streptomyces and related organisms,5/19/87,19-May-87,3,1,9,1,15,5
613,4667030,https://www.google.com/patents/US4667030,Hydrazide succinimide derivatives of antineoplastic indole-dihydroindole alkaloids,5/19/87,19-May-87,1,13,17,8,17,5
614,4670437,https://www.google.com/patents/US4670437,Antiviral pyridazine hydrazones,6/2/87,2-Jun-87,1,0,14,7,21,5
615,4670442,https://www.google.com/patents/US4670442,Isoquinoline derivatives as immune regulants,6/2/87,2-Jun-87,2,2,21,1,7,4
616,4670445,https://www.google.com/patents/US4670445,Inotropic agents,6/2/87,2-Jun-87,1,9,3,7,21,4
617,4670596,https://www.google.com/patents/US4670596,Diphenylamine compounds,6/2/87,2-Jun-87,2,3,0,4,10,6
618,4671430,https://www.google.com/patents/US4671430,Powdered material apportioning apparatus,6/9/87,9-Jun-87,1,18,0,31,16,7
619,D290229,https://www.google.com/patents/USD290229,Fragrance container,6/9/87,9-Jun-87,1,0,0,1,2,0
620,4675322,https://www.google.com/patents/US4675322,1-Substituted-6-n-propyl-8‘_-methylthio-methylergolines,6/23/87,23-Jun-87,1,11,4,2,12,5
621,4675390,https://www.google.com/patents/US4675390,2-deoxypentose derivatives,6/23/87,23-Jun-87,2,2,0,6,12,5
622,4675400,https://www.google.com/patents/US4675400,Bifunctional derivatives of 4-desacetyl indole-dihydroindole alkaloids,6/23/87,23-Jun-87,1,11,17,11,28,5
623,4675408,https://www.google.com/patents/US4675408,Octahydroindolizinepropanoic acids and related compounds as enzyme inhibitors,6/23/87,23-Jun-87,2,10,7,0,8,4
624,RE32455,https://www.google.com/patents/USRE32455,A-21978 antibiotics and process for their production,7/7/87,7-Jul-87,2,0,6,38,18,0
625,4680265,https://www.google.com/patents/US4680265,Method of selecting recombinant DNA-containing streptomyces,7/14/87,14-Jul-87,2,2,4,10,23,7
626,4683201,https://www.google.com/patents/US4683201,Antibiotic A80190-producing Actinomadura oligospora and process,7/28/87,28-Jul-87,2,4,10,19,21,6
627,4683204,https://www.google.com/patents/US4683204,Process for producing antibiotic A80190,7/28/87,28-Jul-87,1,4,10,7,18,6
628,4683206,https://www.google.com/patents/US4683206,Recombinant DNA cloning vectors containing selectable genetic markers for use in Streptomyces and related organisms,7/28/87,28-Jul-87,2,2,4,0,18,6
629,4683207,https://www.google.com/patents/US4683207,Culture monitoring system,7/28/87,28-Jul-87,1,9,0,8,24,6
630,4683227,https://www.google.com/patents/US4683227,Antibiotic derivatives of 7‘_-[2-(thiazol-4-yl)acetamide]-3-chloro-3-cephem-4-carboxylic acids and compositions and method of use thereof,7/28/87,28-Jul-87,2,11,6,0,13,5
631,4683235,https://www.google.com/patents/US4683235,Analgesic method,7/28/87,28-Jul-87,1,4,5,11,8,5
632,4683236,https://www.google.com/patents/US4683236,Cycloalkanol esters of dihydrolysergic acid useful as 5Ht2 receptor antagonists,7/28/87,28-Jul-87,4,8,5,4,7,5
633,4683237,https://www.google.com/patents/US4683237,Fluoroalkyl esters of dihydrolysergic acid useful as 5HT2 receptor antagonists,7/28/87,28-Jul-87,2,9,4,3,7,5
634,4683312,https://www.google.com/patents/US4683312,Imidazolium hypoglycemic agents,7/28/87,28-Jul-87,2,6,13,21,9,3
635,4683313,https://www.google.com/patents/US4683313,"2-alkyl(or phenyl)thio-6-N alkyl ergolines and 4-dialkylaminotetrahydrobenz[c,d]indoles",7/28/87,28-Jul-87,3,3,1,3,13,5
636,4684643,https://www.google.com/patents/US4684643,Pharmaceutical compositions for storage in plastic containers and process therefor,8/4/87,4-Aug-87,2,13,16,22,9,3
637,4684748,https://www.google.com/patents/US4684748,Anticonvulsant agents,8/4/87,4-Aug-87,1,6,6,5,11,5
638,4689415,https://www.google.com/patents/US4689415,Trans octahydroquinoline intermediate,8/25/87,25-Aug-87,2,2,11,0,4,4
639,4690951,https://www.google.com/patents/US4690951,Growth promotion,9/1/87,1-Sep-87,3,15,9,33,16,9
640,4692434,https://www.google.com/patents/US4692434,Difluoro antivirals and intermediate therefor,9/8/87,8-Sep-87,1,7,29,30,20,4
641,4692443,https://www.google.com/patents/US4692443,3-bicyclicpyridinium-methyl cephalosporins,9/8/87,8-Sep-87,1,5,0,27,13,4
642,4692468,https://www.google.com/patents/US4692468,Control of colonial insects employing o-phenylenediamines,9/8/87,8-Sep-87,1,6,22,6,10,5
643,4692518,https://www.google.com/patents/US4692518,Crystalline (7R)-7-amino-3-(1'-pyridiniummethyl)-3-cephem-4-carboxylate monohydrate compound,9/8/87,8-Sep-87,1,6,0,1,10,5
644,4695545,https://www.google.com/patents/US4695545,Culture and process for producing A41030 antibiotics,9/22/87,22-Sep-87,1,9,9,2,29,4
645,4698116,https://www.google.com/patents/US4698116,Bolus assembly apparatus,10/6/87,6-Oct-87,2,4,0,3,23,7
646,4698307,https://www.google.com/patents/US4698307,Recombinant DNA cloning vectors containing selectable genetic markers for use in streptomyces and related organisms,10/6/87,6-Oct-87,2,2,10,8,20,7
647,4698327,https://www.google.com/patents/US4698327,Novel glycopeptide derivatives,10/6/87,6-Oct-87,2,5,4,171,12,4
648,4698338,https://www.google.com/patents/US4698338,"7[2-(2-aminothiazol-4-yl)-2-benzyloximino]acetamido-3[4-alkyl-5-oxo-6-hydroxy-3,4-dihydro-1,2,4-triazin-3-yl]thiomethyl cephalosporins",10/6/87,6-Oct-87,1,9,0,5,6,6
649,4698347,https://www.google.com/patents/US4698347,"Octahydro-oxazolo[4,5-g]quinolines derivatives and decahydro quinoline intermediates and their use as dopamine D-2 agonists",10/6/87,6-Oct-87,2,1,5,1,6,5
650,4703118,https://www.google.com/patents/US4703118,Synthesis of 3-iodomethyl cephalosporins,10/27/87,27-Oct-87,3,16,2,12,7,4
651,4704156,https://www.google.com/patents/US4704156,Method for plant growth regulation,11/3/87,3-Nov-87,1,19,4,0,39,6
652,4704395,https://www.google.com/patents/US4704395,Cyclic ether esters of 2-substituted-6-(substituted and unsubstituted) dihydrolysergic acid useful as 5HT receptor antagonists,11/3/87,3-Nov-87,2,8,5,0,12,5
653,4704396,https://www.google.com/patents/US4704396,Phenacyl esters of 1-substituted-6-(substituted and unsubstituted) dihydrolysergic acids useful as 5HT receptor antagonists,11/3/87,3-Nov-87,2,8,10,0,7,5
654,4704407,https://www.google.com/patents/US4704407,Soluble dobutamine salts,11/3/87,3-Nov-87,1,11,2,2,27,5
655,4710464,https://www.google.com/patents/US4710464,Transcription terminators,12/1/87,1-Dec-87,3,1,22,16,21,6
656,4710466,https://www.google.com/patents/US4710466,Method of cloning modified streptomycetes DNA,12/1/87,1-Dec-87,2,0,21,1,21,7
657,4710623,https://www.google.com/patents/US4710623,Optical fiber catheter with fiber-contained reactive element,12/1/87,1-Dec-87,3,6,2,24,14,6
658,4713331,https://www.google.com/patents/US4713331,Microbial production of A41030 antibiotics,12/15/87,15-Dec-87,2,10,12,3,26,3
659,4713384,https://www.google.com/patents/US4713384,Selective method for blocking 5HT2 receptors,12/15/87,15-Dec-87,4,8,19,5,13,5
660,4713385,https://www.google.com/patents/US4713385,Alkoxy and dialkoxyalkyl esters of dihydrolysergic acid and related compounds useful as 5HT receptor antagonists,12/15/87,15-Dec-87,2,9,5,4,5,5
661,4714704,https://www.google.com/patents/US4714704,Alkoxy cycloalkanol esters of dihydrolysergic acid useful as 5HT receptor antagonists,12/22/87,22-Dec-87,3,9,5,6,5,5
662,4716232,https://www.google.com/patents/US4716232,1-(vinyl phosphonate adduct) pyrazolidinones,12/29/87,29-Dec-87,1,6,10,25,31,6
663,4717714,https://www.google.com/patents/US4717714,A-51568B antibiotic,1/5/88,5-Jan-88,3,2,0,3,18,3
664,4721230,https://www.google.com/patents/US4721230,Capsule rectification apparatus,1/26/88,26-Jan-88,1,11,0,9,8,5
665,4727028,https://www.google.com/patents/US4727028,Recombinant DNA cloning vectors and the eukaryotic and prokaryotic transformants thereof,2/23/88,23-Feb-88,2,2,26,182,16,6
666,4732859,https://www.google.com/patents/US4732859,Method for conferring bacteriophage resistance to bacteria,3/22/88,22-Mar-88,3,1,13,4,18,3
667,4732971,https://www.google.com/patents/US4732971,Synthetic vaccines for foot and mouth disease,3/22/88,22-Mar-88,2,2,12,12,25,5
668,4734408,https://www.google.com/patents/US4734408,Crystalline cephalosporin antibiotic salts and solvates,3/29/88,29-Mar-88,2,5,0,7,11,7
669,4734437,https://www.google.com/patents/US4734437,Growth promotion,3/29/88,29-Mar-88,3,3,7,3,19,3
670,4734498,https://www.google.com/patents/US4734498,3‘_-succinimidoazetidinones as chiral intermediates,3/29/88,29-Mar-88,1,0,4,14,19,6
671,4734501,https://www.google.com/patents/US4734501,N-alkylation of dihydrolysergic acid,3/29/88,29-Mar-88,1,2,21,9,6,4
672,4734504,https://www.google.com/patents/US4734504,1-alkylated diazolidinones,3/29/88,29-Mar-88,1,4,10,23,47,4
673,4734505,https://www.google.com/patents/US4734505,1-(alkylated)-2-(acylated)diazolidinones,3/29/88,29-Mar-88,1,1,2,23,47,5
674,4735782,https://www.google.com/patents/US4735782,Extraction apparatus,4/5/88,5-Apr-88,2,8,0,5,7,6
675,4735960,https://www.google.com/patents/US4735960,Aromatase inhibitors,4/5/88,5-Apr-88,3,11,7,6,23,4
676,4738921,https://www.google.com/patents/US4738921,Derivative of the tryptophan operon for expression of fused gene products,4/19/88,19-Apr-88,6,5,30,270,39,5
677,4740599,https://www.google.com/patents/US4740599,"Synthesis of alkylsulfinyl substituted 2-phenylimidazo(4,5-c)pyridines",4/26/88,26-Apr-88,2,9,0,0,4,5
678,4745057,https://www.google.com/patents/US4745057,"Method, vectors and transformants for high expression of heterologous polypeptides in yeast",5/17/88,17-May-88,2,1,8,23,15,7
679,4745068,https://www.google.com/patents/US4745068,Dispersion tool,5/17/88,17-May-88,3,9,0,22,14,6
680,4745069,https://www.google.com/patents/US4745069,Cloning vectors for expression of exogenous protein,5/17/88,17-May-88,4,3,8,33,22,6
681,4745126,https://www.google.com/patents/US4745126,"Method of treating anxiety with tetrahydrobenz[c,d]indole-6-carboxamides",5/17/88,17-May-88,1,3,12,46,7,4
682,4745178,https://www.google.com/patents/US4745178,Process for selective peptide bond cleavage using sulfoxides and CF3 CO,5/17/88,17-May-88,2,1,18,10,15,4
683,4748172,https://www.google.com/patents/US4748172,3-bicyclicpyridinium-methyl cephalosporins,5/31/88,31-May-88,1,1,0,12,14,5
684,4752574,https://www.google.com/patents/US4752574,Chimeric cloning vectors for use in streptomyces and E. Coli,6/21/88,21-Jun-88,2,12,11,6,15,7
685,4752577,https://www.google.com/patents/US4752577,Method for using a novel transcriptional- and translational-activating sequence in streptomyces,6/21/88,21-Jun-88,3,14,10,3,28,5
686,4753801,https://www.google.com/patents/US4753801,Sustained release tablets,6/28/88,28-Jun-88,2,2,2,76,17,11
687,4753880,https://www.google.com/patents/US4753880,Method of selection for spiramycin resistance in streptomyces,6/28/88,28-Jun-88,2,1,15,6,19,5
688,4753881,https://www.google.com/patents/US4753881,Purified enzyme and process therefor,6/28/88,28-Jun-88,2,2,10,13,19,6
689,4753886,https://www.google.com/patents/US4753886,Plasmid PHJL210 and related bifunctional cloning vectors for use in streptomycetes,6/28/88,28-Jun-88,2,3,14,2,19,6
690,4755526,https://www.google.com/patents/US4755526,Method of inhibiting aromatase,7/5/88,5-Jul-88,3,21,9,17,23,6
691,4757076,https://www.google.com/patents/US4757076,Method of inhibiting aromatase,7/12/88,12-Jul-88,2,7,2,21,6,5
692,4757082,https://www.google.com/patents/US4757082,Method of inhibiting aromatase,7/12/88,12-Jul-88,2,9,15,5,15,5
693,4758574,https://www.google.com/patents/US4758574,"2-phenylimidazio (4,5-c) pyridines",7/19/88,19-Jul-88,2,9,19,26,5,7
694,4760075,https://www.google.com/patents/US4760075,N-thiazolylmethylthioalkyl-N-alkyl-amidines and related compounds,7/26/88,26-Jul-88,1,10,3,3,19,5
695,4762786,https://www.google.com/patents/US4762786,Vectors and conditions which allow genetic transformation of cephalosporium,8/9/88,9-Aug-88,6,4,7,10,33,5
696,4762836,https://www.google.com/patents/US4762836,Aromatase inhibitors,8/9/88,9-Aug-88,1,6,0,5,4,7
697,4762842,https://www.google.com/patents/US4762842,Selective method for blocking 5HT2 receptors,8/9/88,9-Aug-88,4,8,19,16,4,4
698,4764376,https://www.google.com/patents/US4764376,Method of inhibiting aromatase,8/16/88,16-Aug-88,2,2,1,18,6,5
699,4764510,https://www.google.com/patents/US4764510,Antibiotic A42125 and process for its production,8/16/88,16-Aug-88,2,2,1,0,16,6
700,4764521,https://www.google.com/patents/US4764521,Leukotriene antagonists and a method of use there as,8/16/88,16-Aug-88,1,13,0,2,49,7
701,4764534,https://www.google.com/patents/US4764534,Anticoccidial naphthalenamines and combinations thereof,8/16/88,16-Aug-88,3,5,1,2,11,6
702,4764592,https://www.google.com/patents/US4764592,Crystalline human proinsulin and process for its production,8/16/88,16-Aug-88,2,14,2,14,9,8
703,4764609,https://www.google.com/patents/US4764609,"Synthesis of 2-aminopyrimido[4,5-g]quinolines",8/16/88,16-Aug-88,2,9,2,3,14,5
704,4766066,https://www.google.com/patents/US4766066,Method of using bacteriophage lambda p1 promoter to produce a functional polypeptide in streptomyces,8/23/88,23-Aug-88,2,7,14,10,25,5
705,4766140,https://www.google.com/patents/US4766140,Method of inhibiting aromatase,8/23/88,23-Aug-88,3,13,23,4,13,6
706,4767770,https://www.google.com/patents/US4767770,Method of inhibiting aromatase,8/30/88,30-Aug-88,2,2,3,0,23,6
707,4767871,https://www.google.com/patents/US4767871,Pyrazolidinium ylides,8/30/88,30-Aug-88,2,7,16,5,6,6
708,4769322,https://www.google.com/patents/US4769322,Quantification of endogenous histamine,9/6/88,6-Sep-88,2,0,42,3,10,5
709,4769378,https://www.google.com/patents/US4769378,Indenopyrimidine aromatase inhibitors,9/6/88,6-Sep-88,4,7,28,18,11,6
710,4769482,https://www.google.com/patents/US4769482,Cyano and thiocyano intermediates,9/6/88,6-Sep-88,2,1,0,0,19,4
711,4771135,https://www.google.com/patents/US4771135,Process for carbon-carbon bond formation at the C-4 position of 3-acylaminoazetidinones and products and starting materials therefor,9/13/88,13-Sep-88,1,5,5,6,19,6
712,4772694,https://www.google.com/patents/US4772694,"Chiral 3-(1,2,5-trisubstituted imidazolidinone) azetidinone antibiotic intermediates",9/20/88,20-Sep-88,1,2,8,11,9,4
713,4772709,https://www.google.com/patents/US4772709,Process of making ketoalkanol esters of dihydrolysergic acid,9/20/88,20-Sep-88,2,12,28,1,6,5
714,4774251,https://www.google.com/patents/US4774251,Method of inhibiting aromatase,9/27/88,27-Sep-88,2,9,21,12,10,6
715,4775409,https://www.google.com/patents/US4775409,4-carboxy-1-phenyl-5-pyrazolecarboxamides in the production of hybrid cereal grain seed,10/4/88,4-Oct-88,2,10,7,1,10,4
716,4775624,https://www.google.com/patents/US4775624,Vectors and compounds for expression of human protein C,10/4/88,4-Oct-88,7,2,7,124,56,8
717,4775659,https://www.google.com/patents/US4775659,Injectable semi-solid formulations,10/4/88,4-Oct-88,2,4,21,6,19,4
718,4775751,https://www.google.com/patents/US4775751,Process for cephalexin hydrochloride alcoholates,10/4/88,4-Oct-88,1,7,2,24,7,5
719,4777260,https://www.google.com/patents/US4777260,Synthesis of nizatidine intermediate,10/11/88,11-Oct-88,2,4,0,7,4,8
720,4777291,https://www.google.com/patents/US4777291,Racemization process,10/11/88,11-Oct-88,1,3,0,26,11,4
721,4777298,https://www.google.com/patents/US4777298,Process for intermediates to leukotriene antagonists,10/11/88,11-Oct-88,3,2,6,5,7,5
722,4777299,https://www.google.com/patents/US4777299,Process for leukotriene antagonists,10/11/88,11-Oct-88,3,2,6,1,13,5
723,4778894,https://www.google.com/patents/US4778894,6 oxo-decahydroquinolines,10/18/88,18-Oct-88,3,10,0,3,13,4
724,4782063,https://www.google.com/patents/US4782063,Ergoline esters useful as serotonin antagonists,11/1/88,1-Nov-88,3,3,0,2,16,5
725,4782139,https://www.google.com/patents/US4782139,Selective chemical removal of a protein amino-terminal residue,11/1/88,1-Nov-88,2,1,4,20,23,4
726,4782144,https://www.google.com/patents/US4782144,1-carba(dethia)-3-hydroxy-3-cephem ester crystalline and crystalline solvate thereof,11/1/88,1-Nov-88,1,2,6,2,5,12
727,4782152,https://www.google.com/patents/US4782152,Decyanation of pergolide intermediate,11/1/88,1-Nov-88,1,3,13,8,4,4
728,4783405,https://www.google.com/patents/US4783405,Recombinant DNA expression vectors useful in bacillus and other host cells,11/8/88,8-Nov-88,3,3,16,13,15,6
729,4791106,https://www.google.com/patents/US4791106,1-Carbacephalosporin antibiotics,12/13/88,13-Dec-88,1,4,7,1,12,6
730,4791110,https://www.google.com/patents/US4791110,Fungicidal pyridazines,12/13/88,13-Dec-88,3,6,4,6,26,6
731,4795706,https://www.google.com/patents/US4795706,Novel expression control sequences,1/3/89,3-Jan-89,2,1,6,38,15,4
732,4795815,https://www.google.com/patents/US4795815,"1,2,4-trisubstituted diazolidinones",1/3/89,3-Jan-89,1,3,4,7,33,4
733,4797272,https://www.google.com/patents/US4797272,Water-in-oil microemulsions for cosmetic uses,1/10/89,10-Jan-89,2,12,4,60,35,11
734,4797275,https://www.google.com/patents/US4797275,Nicarbazin feed premix,1/10/89,10-Jan-89,3,12,2,9,13,4
735,4797286,https://www.google.com/patents/US4797286,Orally administerable sustained release pharmaceutical formulations,1/10/89,10-Jan-89,2,3,14,32,10,4
736,4797405,https://www.google.com/patents/US4797405,Stabilized pergolide compositions,1/10/89,10-Jan-89,2,6,0,20,17,4
737,4798834,https://www.google.com/patents/US4798834,"Optionally substituted (3‘_-9,10-didehydro-2,3-dihydro ergoline as serotonergic function enhancement",1/17/89,17-Jan-89,2,12,10,38,13,5
738,4800157,https://www.google.com/patents/US4800157,Process for producing the A-21978C antibiotics,1/24/89,24-Jan-89,7,6,1,35,14,5
739,4801326,https://www.google.com/patents/US4801326,"1-phenylpyrazole-4,5-dicarboxylic acid derivatives, composition containing them, and pollen formation inhibiting method of using them",1/31/89,31-Jan-89,3,15,7,3,11,5
740,4801594,https://www.google.com/patents/US4801594,Aromatase inhibitors,1/31/89,31-Jan-89,2,4,15,5,16,5
741,4801616,https://www.google.com/patents/US4801616,Diphenylmethanone compounds and anti-inflammatory use thereof,1/31/89,31-Jan-89,1,11,0,10,82,5
742,4801688,https://www.google.com/patents/US4801688,Hydrazone immunoglobulin conjugates,1/31/89,31-Jan-89,2,16,21,49,8,5
743,4801712,https://www.google.com/patents/US4801712,2-Alkyl(or phenyl)thio-6-n-alkylergolines are dopamine D-1 antagonists without D-2 agonist activity,1/31/89,31-Jan-89,3,14,0,0,7,4
744,4801718,https://www.google.com/patents/US4801718,Thiaiazolyl benzamides,1/31/89,31-Jan-89,2,25,18,1,86,4
745,4808614,https://www.google.com/patents/US4808614,Difluoro antivirals and intermediate therefor,2/28/89,28-Feb-89,1,9,29,187,32,7
746,4810710,https://www.google.com/patents/US4810710,"4-hydroxycyclohexyl 1-isopropyl-9,10-dihydro-lysergate for the treatment of migraine",3/7/89,7-Mar-89,4,8,19,3,5,4
747,4814438,https://www.google.com/patents/US4814438,"Immunoglobulin conjugates of 2',2'-difluronucleosides",3/21/89,21-Mar-89,4,6,10,14,8,5
748,4818531,https://www.google.com/patents/US4818531,Growth hormone and thyroid hormone,4/4/89,4-Apr-89,2,7,58,32,19,6
749,4820694,https://www.google.com/patents/US4820694,Modifications of 3-O-demethylmycinose in macrocin and lactenocin,4/11/89,11-Apr-89,3,4,0,12,9,5
750,4820695,https://www.google.com/patents/US4820695,C-20-dihydro-deoxy-(cyclic amino)-derivatives of macrolide antibiotics,4/11/89,11-Apr-89,2,22,16,67,5,4
751,4820713,https://www.google.com/patents/US4820713,Ketoalkanol esters of dihydrolysergic acid useful as 5HT receptor antagonists,4/11/89,11-Apr-89,2,7,5,0,5,5
752,4820722,https://www.google.com/patents/US4820722,Disubstituted tetrazoles and their use as leukotriene antagonists,4/11/89,11-Apr-89,4,1,0,2,8,5
753,4820723,https://www.google.com/patents/US4820723,Disubstituted tetrazole leukotriene antagonists and methods for their use thereas,4/11/89,11-Apr-89,3,2,0,0,9,5
754,4820832,https://www.google.com/patents/US4820832,Process for preparing 3-unsubstituted cephalosporins and 1-carba(dethia)cephalosporins,4/11/89,11-Apr-89,3,6,1,3,11,5
755,4820845,https://www.google.com/patents/US4820845,Alkylation of 3(5)-cyano-1H-pyrazole-4-carboxylic acid esters,4/11/89,11-Apr-89,3,4,3,10,7,4
756,4824863,https://www.google.com/patents/US4824863,Antibiotic A80438,4/25/89,25-Apr-89,3,10,12,9,26,5
757,4826841,https://www.google.com/patents/US4826841,Alkanoyl anilides as pesticides,5/2/89,2-May-89,1,5,17,4,48,5
758,4826986,https://www.google.com/patents/US4826986,6-Oxo-trans-octa- and decahydroquinolines,5/2/89,2-May-89,2,10,4,10,47,5
759,4826992,https://www.google.com/patents/US4826992,"2,3-(Dihydro) bicyclic pyrazolidinones",5/2/89,2-May-89,2,2,2,1,26,5
760,4826993,https://www.google.com/patents/US4826993,Substituted diazolidinones,5/2/89,2-May-89,2,5,14,0,12,5
761,4828142,https://www.google.com/patents/US4828142,Capsule rectification apparatus,5/9/89,9-May-89,1,15,0,18,6,4
762,4830967,https://www.google.com/patents/US4830967,Process for producing antibiotic A80438,5/16/89,16-May-89,2,4,14,0,27,5
763,4831145,https://www.google.com/patents/US4831145,7-phenylsulfonyloxymethylene-6-oxo-perhydroquinolines,5/16/89,16-May-89,2,3,2,1,7,4
764,4833145,https://www.google.com/patents/US4833145,"4(3H)-oxo-5,6,7,8-tetrahydropyrido[2,3-d]pyrimidine derivatives",5/23/89,23-May-89,3,14,64,14,6,6
765,4835159,https://www.google.com/patents/US4835159,Ergoline esters useful as serotonin antagonists,5/30/89,30-May-89,3,4,0,1,5,4
766,4835168,https://www.google.com/patents/US4835168,Thiadiazole antiviral agents,5/30/89,30-May-89,5,7,16,31,23,7
767,4835181,https://www.google.com/patents/US4835181,Anticonvulsant agents using cyano dimethylphenyl benzamides,5/30/89,30-May-89,2,6,10,0,42,5
768,4835254,https://www.google.com/patents/US4835254,Process for reducing methionine sulfoxide residues in peptides or proteins,5/30/89,30-May-89,2,1,11,3,26,4
769,4839341,https://www.google.com/patents/US4839341,Stabilized insulin formulations,6/13/89,13-Jun-89,2,3,15,119,11,4
770,4843002,https://www.google.com/patents/US4843002,Method of selecting recombinant DNA-containing streptomyces,6/27/89,27-Jun-89,2,2,32,6,26,5
771,4845127,https://www.google.com/patents/US4845127,"Phenethanolamines, compositions containing the same and method for effecting weight control",7/4/89,4-Jul-89,3,29,9,3,31,5
772,4845128,https://www.google.com/patents/US4845128,N([(4-trifluoromethylphenyl)amino]carbonyl)benzene sulfonamides,7/4/89,4-Jul-89,3,11,34,32,12,6
773,4845194,https://www.google.com/patents/US4845194,Glycopeptide recovery process,7/4/89,4-Jul-89,3,20,4,23,12,5
774,4845224,https://www.google.com/patents/US4845224,Cycloalkanol esters of dihydrolysergic acid having peripheral serotonin antagonist properties,7/4/89,4-Jul-89,4,14,5,0,4,5
775,4845227,https://www.google.com/patents/US4845227,Aromatase inhibitors from azoles,7/4/89,4-Jul-89,2,4,13,9,14,4
776,4846844,https://www.google.com/patents/US4846844,Antimicrobial coated implants,7/11/89,11-Jul-89,4,18,12,47,29,4
777,4847092,https://www.google.com/patents/US4847092,Orally administerable sustained release pharmaceutical formulations,7/11/89,11-Jul-89,2,2,14,24,8,4
778,4847261,https://www.google.com/patents/US4847261,Alkoxy cycloalkanol esters of dihydrolysergic acid having peripheral serotonin antagonists properties,7/11/89,11-Jul-89,3,9,4,1,5,5
